ID,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38,gene_names
ENSG00000265355,0,1,1,0,0,0,2,3,13,3,7,2,2,4,8,MIR3136
ENSG00000265356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265357,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,MIR4493
ENSG00000265359,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Unknown
ENSG00000265366,0,2,0,1,0,0,0,0,5,8,4,0,1,0,11,GLUD1P2
ENSG00000265368,7,0,0,0,0,4,0,0,0,0,0,0,4,11,0,MIR4476
ENSG00000265369,1,0,0,235,0,0,308,0,1,560,35,0,0,1,0,PCAT18
ENSG00000265370,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,MIR4682
ENSG00000265372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4675
ENSG00000265373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3180-2
ENSG00000265374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Unknown
ENSG00000265375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4679-2
ENSG00000265376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR466
ENSG00000265378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265380,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265386,1,1,0,4,0,6,1,0,0,2,0,4,3,0,1,RN7SL219P
ENSG00000265388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL391P
ENSG00000265390,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,MIR4999
ENSG00000265392,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,MIR4252
ENSG00000265393,178,109,1,123,16,74,87,19,57,197,131,210,110,142,40,Unknown
ENSG00000265394,36,5,0,19,1,12,14,8,15,27,22,24,36,50,22,Unknown
ENSG00000265395,1,0,0,1,0,0,0,0,1,0,0,1,3,3,1,MIR3944
ENSG00000265396,5,0,0,1,0,1,7,3,7,10,5,13,0,3,17,MIR3128
ENSG00000265399,11,24,0,1,1,9,109,9,10,60,28,39,12,28,8,Unknown
ENSG00000265400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265401,2340,5852,157,6577,977,2523,6774,1773,14159,5343,13,3353,7101,1451,5243,Unknown
ENSG00000265402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265407,7,0,0,0,0,0,0,0,3,0,0,0,0,4,9,MIR4324
ENSG00000265408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Unknown
ENSG00000265411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RN7SL656P
ENSG00000265413,0,0,0,0,0,0,0,4,23,0,0,0,0,0,39,Unknown
ENSG00000265415,31,34,0,47,11,37,46,28,55,112,49,63,72,48,76,Unknown
ENSG00000265417,0,0,0,2,0,89,0,39,0,23,4,1,3,0,8,LOC100129774
ENSG00000265418,2,1,0,1,0,4,7,0,0,9,2,10,0,0,1,MIR4261
ENSG00000265420,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,MIR4779
ENSG00000265421,33,0,0,2,0,25,2,0,3,10,0,6,0,31,8,Unknown
ENSG00000265422,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,MIR4684
ENSG00000265423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MIR4652
ENSG00000265425,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,Unknown
ENSG00000265428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Unknown
ENSG00000265429,6,1,0,1,0,3,5,0,5,1,0,1,0,1,10,MIR4782
ENSG00000265432,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,MIR4308
ENSG00000265433,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,MIR4447
ENSG00000265435,1,0,1,2,0,1,1,0,3,0,1,7,5,1,12,MIR3121
ENSG00000265437,0,2,1,2,0,0,2,1,0,1,3,0,4,0,3,Unknown
ENSG00000265439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,RN7SL811P
ENSG00000265442,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,MIR3941
ENSG00000265443,21,4,0,8,1,14,31,7,11,31,8,11,14,16,23,Unknown
ENSG00000265444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4733
ENSG00000265445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Unknown
ENSG00000265450,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,MIR4502
ENSG00000265451,8,9,0,25,4,24,14,13,19,62,18,55,26,41,62,Unknown
ENSG00000265452,14,0,0,3,1,12,3,1,7,15,2,10,14,2,12,MIR3682
ENSG00000265453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown
ENSG00000265456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3672
ENSG00000265458,15,13,0,8,1,19,12,10,20,27,23,17,10,18,0,Unknown
ENSG00000265460,8,1,0,1,0,10,2,1,0,11,1,3,0,1,3,Unknown
ENSG00000265462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3680-1
ENSG00000265465,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,MIR4768
ENSG00000265469,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Unknown
ENSG00000265470,0,0,0,0,0,0,0,5,6,0,0,0,0,0,30,MIR548AQ
ENSG00000265472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Unknown
ENSG00000265474,150,52,0,40,13,144,66,13,91,99,57,197,197,66,85,Unknown
ENSG00000265477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Unknown
ENSG00000265478,2,0,0,6,2,3,3,4,4,7,2,0,3,1,7,Unknown
ENSG00000265479,4,6,0,7,0,0,6,2,7,9,7,2,4,4,10,DTX2P1-UPK3BP1-PMS2P11
ENSG00000265480,1,0,0,1,0,0,0,2,0,1,0,1,1,0,0,KRT18P55
ENSG00000265483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4443
ENSG00000265484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265485,0,0,0,0,0,0,0,0,47,0,1,1,0,0,70,LINC01915
ENSG00000265486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL518P
ENSG00000265487,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265489,0,10,0,0,0,0,1,0,44,3,1,2,1,0,40,ARHGAP44-AS1
ENSG00000265490,66,31,4,44,3,16,12,18,18,169,76,64,0,12,50,Unknown
ENSG00000265491,3048,550,23,766,205,829,1060,334,3938,1667,1167,503,1499,556,2774,RNF115
ENSG00000265494,5,0,0,5,0,0,0,1,7,15,0,7,2,0,21,Unknown
ENSG00000265496,373,241,4,172,19,170,142,234,209,162,282,204,287,255,95,Unknown
ENSG00000265499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3156-2
ENSG00000265503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR1269B
ENSG00000265507,0,0,0,0,0,0,0,2,11,5,2,6,6,1,31,MIR4435-1
ENSG00000265510,4,0,0,0,0,1,0,0,0,0,0,0,0,9,0,MIR4436A
ENSG00000265511,2,2,0,5,3,9,3,2,2,13,4,4,3,1,5,Unknown
ENSG00000265514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LINC01892
ENSG00000265519,0,0,0,0,0,0,0,0,32,0,0,0,0,0,66,Unknown
ENSG00000265520,0,0,0,0,0,2,0,1,1,0,0,14,1,0,0,MIR548V
ENSG00000265521,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MIR5697
ENSG00000265526,1,0,0,1,0,0,1,0,0,7,0,0,0,0,1,MIR4304
ENSG00000265527,13,3,0,3,3,18,2,0,1,8,2,8,3,4,0,MIR5690
ENSG00000265531,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FCGR1CP
ENSG00000265533,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,DSEL-AS1
ENSG00000265535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL475P
ENSG00000265537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3180-1
ENSG00000265538,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,MIR4421
ENSG00000265539,5,0,0,4,0,7,3,1,2,14,7,2,0,2,10,MIR3164
ENSG00000265541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H3P41
ENSG00000265542,0,0,0,1,0,0,0,0,2,9,2,0,0,0,3,Unknown
ENSG00000265544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA06
ENSG00000265545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265552,0,0,0,1,0,0,0,0,2,3,13,0,0,0,7,Unknown
ENSG00000265554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265555,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,LINC01903
ENSG00000265556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265558,19,7,1,2,1,14,16,6,12,1,3,35,2,11,2,MIR3918
ENSG00000265559,14,0,0,1,0,12,4,0,8,1,0,0,1,1,5,RN7SL652P
ENSG00000265561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MIR1268B
ENSG00000265564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIGPP4
ENSG00000265565,6,8,0,11,0,7,7,0,2,10,5,11,13,8,6,MIR3143
ENSG00000265566,2,2,0,1,0,2,6,0,0,6,1,2,3,5,1,RN7SL605P
ENSG00000265567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265574,26,3,0,2,0,1,0,0,8,4,2,1,2,6,0,Unknown
ENSG00000265579,0,0,0,41,0,0,121,0,4,24,15,0,0,0,29,Unknown
ENSG00000265584,1,2,0,1,0,1,2,1,0,9,1,4,0,0,5,MIR3978
ENSG00000265588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR5708
ENSG00000265590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CFAP298-TCP10L
ENSG00000265593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4756
ENSG00000265596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3659
ENSG00000265598,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,MIR5707
ENSG00000265599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4471
ENSG00000265606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4695
ENSG00000265612,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,MIR4539
ENSG00000265614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265617,0,0,0,1,0,0,0,0,0,11,2,0,0,0,0,MIR548AG2
ENSG00000265618,122,76,0,119,26,79,90,45,187,287,216,83,218,62,154,Unknown
ENSG00000265623,10,1,0,0,0,0,0,0,6,1,1,5,2,8,11,MIR3139
ENSG00000265625,19,2,0,6,1,32,11,10,22,44,7,57,21,26,48,Unknown
ENSG00000265626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265630,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,Unknown
ENSG00000265631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BNIP3P3
ENSG00000265635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3612
ENSG00000265639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC100421257
ENSG00000265641,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,MIR3929
ENSG00000265643,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,Unknown
ENSG00000265644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265646,0,1,0,1,0,0,0,99,2,0,1,0,3,0,0,TUFMP1
ENSG00000265648,13,0,0,0,0,1,0,2,2,5,2,5,8,4,4,RN7SL279P
ENSG00000265653,0,1,0,1,0,0,6,0,3,0,0,1,4,0,2,MIR548AK
ENSG00000265656,49,1,0,9,0,44,36,0,6,24,4,5,13,66,7,Unknown
ENSG00000265657,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,MIR3151
ENSG00000265658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3690
ENSG00000265660,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,MIR4664
ENSG00000265664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Unknown
ENSG00000265666,12,6,0,1,0,1,15,1,70,16,3,7,6,6,78,RARA-AS1
ENSG00000265669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR548AJ1
ENSG00000265670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265671,0,0,0,0,0,0,1,0,0,17,14,0,0,0,0,Unknown
ENSG00000265673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4508
ENSG00000265675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL708P
ENSG00000265678,75,18,0,53,0,32,85,26,60,80,22,53,63,26,139,Unknown
ENSG00000265681,401,451,14,239,48,317,200,193,332,275,486,359,534,399,148,RPL17
ENSG00000265682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4267
ENSG00000265683,14,0,0,7,0,8,2,1,0,21,15,12,8,3,2,SYPL1P2
ENSG00000265684,3,0,1,12,1,9,2,1,5,20,13,10,12,4,9,RN7SL378P
ENSG00000265688,38,13,3,24,1,8,24,27,56,148,80,12,97,8,47,MILIP
ENSG00000265689,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4460
ENSG00000265692,13,0,1,1,0,0,0,1,1,9,11,0,2,6,3,LINC01970
ENSG00000265693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265694,0,2,0,1,0,1,3,0,0,18,2,21,0,0,0,MIR4774
ENSG00000265697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Unknown
ENSG00000265698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR548AE2
ENSG00000265702,0,0,0,1,0,2,1,0,4,0,1,15,0,0,2,LOC105371855
ENSG00000265706,18,3,0,6,0,11,1,0,3,13,6,13,18,9,8,SNORD53B
ENSG00000265712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC100422053
ENSG00000265713,70,1,2,24,2,73,39,11,13,111,9,51,12,42,80,LOC100421100
ENSG00000265717,0,0,0,0,0,1,0,22,6,0,0,1,0,0,0,Unknown
ENSG00000265719,0,0,0,0,0,0,0,0,6,1,0,0,0,0,9,MIR4681
ENSG00000265724,1,0,0,0,0,2,0,11,11,1,0,2,1,0,3,MIR4284
ENSG00000265725,0,0,0,17,3,0,0,0,1,0,2,0,3,0,0,MIR3144
ENSG00000265727,62,21,0,36,2,29,56,14,113,58,42,106,52,52,255,RN7SL648P
ENSG00000265728,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,Unknown
ENSG00000265733,9,0,0,9,5,15,12,0,8,23,6,6,6,6,15,SNORA74C-1
ENSG00000265734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4438
ENSG00000265735,9011,15470,28,8671,317,13679,11393,5633,34005,12545,7414,12736,31839,4178,10042,Unknown
ENSG00000265737,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Unknown
ENSG00000265739,38,7,0,12,0,16,12,5,13,20,14,25,8,30,16,Unknown
ENSG00000265740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL339P
ENSG00000265743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unknown
ENSG00000265744,0,0,0,0,0,0,0,1,0,5,1,0,0,4,0,MIR4427
ENSG00000265745,4,1,0,6,0,8,19,2,7,22,11,13,8,7,6,RN7SL375P
ENSG00000265746,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,Unknown
ENSG00000265749,52,27,2,70,10,55,48,42,172,77,142,65,71,18,56,Unknown
ENSG00000265750,0,0,0,7,0,0,0,3,21,3,8,0,0,0,47,Unknown
ENSG00000265751,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Unknown
ENSG00000265752,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,Unknown
ENSG00000265753,2,1,0,0,0,1,3,3,2,10,2,1,2,2,8,RN7SL444P
ENSG00000265758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265763,0,0,0,0,0,3,0,2,1,47,22,1,1,1,4,ZNF488
ENSG00000265766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CXADRP3
ENSG00000265768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4506
ENSG00000265775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3670-3
ENSG00000265777,0,1,0,1,0,1,1,1,2,1,1,2,0,0,1,RN7SL624P
ENSG00000265778,47,27,0,8,0,50,0,32,27,19,52,37,7,24,38,ZNF516-AS1
ENSG00000265781,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,Unknown
ENSG00000265784,142,44,1,170,11,137,316,104,1573,361,220,137,324,95,1157,Unknown
ENSG00000265786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LINC01906
ENSG00000265787,8,0,0,11,0,0,0,0,0,35,17,8,0,3,0,CYP4F35P
ENSG00000265788,0,0,0,4,0,2,0,0,0,13,2,0,0,0,1,Unknown
ENSG00000265789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4330
ENSG00000265790,1,0,0,0,0,0,1,75,3,2,0,0,4,1,2,RNASEH1P1
ENSG00000265791,53,10,0,22,5,45,50,6,16,42,27,47,34,48,35,Unknown
ENSG00000265793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3118-4
ENSG00000265794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265798,1,1,0,6,0,1,3,0,8,0,1,2,0,0,19,Unknown
ENSG00000265799,1,1,0,8,0,0,0,1,0,0,2,0,2,0,1,Unknown
ENSG00000265800,5,1,1,5,2,6,15,3,5,24,5,14,5,3,13,Unknown
ENSG00000265801,0,1,0,1,11,0,1,3,8,2,5,64,16,0,27,Unknown
ENSG00000265802,2,0,0,0,0,3,6,6,5,23,7,15,4,3,16,RN7SL49P
ENSG00000265806,10,7,0,26,4,32,18,3,14,59,36,48,14,20,23,MIR4292
ENSG00000265808,1168,735,36,1039,233,590,1014,726,4533,1877,1006,810,993,796,3230,SEC22B
ENSG00000265810,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3907
ENSG00000265813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RN7SL300P
ENSG00000265814,1,0,0,0,0,0,2,0,0,5,6,2,0,4,3,RN7SL376P
ENSG00000265815,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,Unknown
ENSG00000265817,14,33,0,19,11,17,22,7,30,34,30,93,15,7,22,FSBP
ENSG00000265818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265820,5,0,0,0,0,1,5,0,1,4,1,4,6,5,1,MIR3177
ENSG00000265822,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,MIR4422
ENSG00000265828,8,0,1,23,1,14,5,1,3,37,11,3,19,23,4,MIR3939
ENSG00000265829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR548AG1
ENSG00000265831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3123
ENSG00000265833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCND3P2
ENSG00000265840,254,103,2,101,13,221,117,25,178,130,132,257,447,116,87,Unknown
ENSG00000265841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MIR548X
ENSG00000265843,0,1,0,1,0,0,1,1780,0,0,0,0,2,1,0,LINC01029
ENSG00000265844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265845,39,5,3,17,3,35,30,10,12,44,30,78,24,41,41,LOC101927018
ENSG00000265846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4276
ENSG00000265847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4287
ENSG00000265848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3689D1
ENSG00000265850,0,0,0,1,0,0,3,0,2,1,1,0,0,1,3,MIR4797
ENSG00000265853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MIR4514
ENSG00000265859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR5704
ENSG00000265861,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,MIR4495
ENSG00000265863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Unknown
ENSG00000265867,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,MIR4516
ENSG00000265871,3,8,0,2,1,8,1,1,8,10,1,15,1,1,20,MIR3174
ENSG00000265872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3689A
ENSG00000265873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4289
ENSG00000265874,1,0,0,0,0,1,0,1,2,3,0,1,1,3,2,MIR4489
ENSG00000265878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR3914-1
ENSG00000265879,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,MIR4748
ENSG00000265881,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PDLIM1P2
ENSG00000265882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RN7SL73P
ENSG00000265883,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,Unknown
ENSG00000265885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL783P
ENSG00000265888,0,0,0,0,130,0,0,1,0,0,0,0,6,0,0,Unknown
ENSG00000265889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL311P
ENSG00000265894,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,RN7SL357P
ENSG00000265897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR4696
ENSG00000265905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RN7SL96P
ENSG00000265907,68,32,2,23,4,4,164,26,232,132,73,30,50,38,274,Unknown
ENSG00000265908,5,1,0,8,0,10,7,5,2,9,6,11,6,8,14,Unknown
ENSG00000265912,240,6,0,15,1,50,8,1,6,35,24,15,7,48,3,Unknown
ENSG00000265916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Unknown
ENSG00000265917,4,0,0,2,0,3,2,0,4,4,8,1,2,3,0,MIR3685
ENSG00000265918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RN7SL543P
ENSG00000265919,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,MIR4280
ENSG00000265924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR5692C1
ENSG00000265927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown
ENSG00000265929,7,0,0,0,0,6,0,0,0,0,0,0,0,1,0,MIR5195
ENSG00000265932,2,2,0,0,0,1,0,3,1,5,3,2,4,1,0,MIR3146
ENSG00000265933,0,1,0,0,0,0,0,1,0,0,14,0,1,0,2,LINC00668
ENSG00000265934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown
ENSG00000265935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265936,1,1,0,0,0,0,6,0,2,0,4,0,0,0,3,Unknown
ENSG00000265939,4,0,0,9,0,2,0,0,0,5,0,4,1,7,2,UBE2CP2
ENSG00000265942,2,3,0,2,3,6,1,0,5,3,1,3,4,2,4,RN7SL577P
ENSG00000265943,13,2,0,6,0,9,9,4,1,19,11,21,4,19,7,Unknown
ENSG00000265944,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,LINC01387
ENSG00000265946,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Unknown
ENSG00000265948,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Unknown
ENSG00000265954,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,MIR4749
ENSG00000265956,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,MIR4445
ENSG00000265957,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,MIR4319
ENSG00000265961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265962,3,0,1,1,0,2,1,20,22,15,0,0,1,2,58,GACAT2
ENSG00000265964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265965,0,0,0,0,0,0,2,1,3,0,0,0,0,1,13,MIR4266
ENSG00000265967,19,5,0,7,1,4,18,11,13,44,22,16,7,7,37,Unknown
ENSG00000265971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Unknown
ENSG00000265972,6005,1,53,1999,139,317,4972,2212,2160,197,1043,65,2917,209,4612,TXNIP
ENSG00000265973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265975,0,0,0,1,0,1,0,0,0,4,8,0,0,0,0,Unknown
ENSG00000265976,0,0,0,0,0,0,0,0,9,1,0,10,0,0,1,MIR4725
ENSG00000265980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265981,5,2,1,3,0,9,5,0,1,15,11,3,2,0,1,MIR544B
ENSG00000265982,3,2,0,4,0,2,9,4,3,8,1,2,3,0,6,Unknown
ENSG00000265984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MIR4735
ENSG00000265987,30,2,0,5,1,26,10,1,9,48,16,17,23,13,8,Unknown
ENSG00000265991,1,0,0,2,0,1,0,0,2,2,2,0,3,0,0,MIR4519
ENSG00000265992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ESRG
ENSG00000265993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIR5694
ENSG00000265994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
ENSG00000265996,5,2,0,3,0,1,3,0,0,2,3,1,1,7,0,MIR3671
ENSG00000266002,5,4,0,0,0,0,2,2,3,5,2,6,0,1,5,Unknown
ENSG00000266003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Unknown
